message,soc
"Ich würde vorschlagen, jeder schreibt zu einem Fall eine Fremdanalyse.",36
Ich möchte gerne zu diesem fall eine schreiben,35
Kein Text,35
Kein Text,35
1.Hypothese zum Fall:,35
In diesem Text geht es um Fremdatributionen,35
und ihre Auswirkungen auf Michael,35
Belege und Begründungen:,35
"Frau Weber, Vater und Mutter reagiern auf seine Probleme in Mathe und er reagiert auf ihre Aussagen!",35
Relativierungen des Arguments:,35
Er hat natürlich auch eine Selbstatribution,35
2.Hypothese zum Fall:,35
"Keiner der Gesprächspartner schafft es die motivation von Michael zu steigern, weil keiner seine Fähigkeiten anspricht.",35
Belege und Begründungen:,35
"Frau Weber, sagt er müsse sich anstrengen.",35
"Damit könnte sie meinen, dass er das zeug zu Mathe hat, aber nichts tut.",35
"Sie könnte aber auch meinen, dass er keine Begabung hat und sie durch Anstrengung ausgleichen muss.",35
"Die Mutter sagt, dass alle keine Leuten in Mathe sind.",35
"Damit sagt sie ihrem Sohn, dass er keine mathematische Begabung hat. Sie motiviert ihn nicht.",35
"Der Vater sagt, dass er kein MAthe konnte.",35
"Damit motiviert er den Sohn zwar, weiter in der Schule zu bleiben aber er motiviert ihn nicht sich weiter mit MAthe zu beschäftigen.",35
Relativierungen des Arguments:,35
"Frau Weber sagt mit ihrem letzten Argument indirekt aus, dass alles was Michael ihr da von den Eltern erzählt, eine Faulheit ist.",35
"Sie sagt ihm aber nicht positiv, dass er die Begabung hat und deswegen hat er ihr Argument mahrscheinlich überhört.",35
1.Hypothese zum Fall:,35
Michael sagt er ist schlecht in Mathe weil er keine begabung hat.,35
Belege und Begründungen:,35
"Es ist eher ein Nachteil, wenn man sein Misserfolg auf mangelnde Begabung zurück geführt wird.",35
"Der Schüler wird sich nicht weiter anstrengen, weil er es für sinnlos hält.",35
Relativierungen des Arguments:,35
"Es stimmt meistens, aber gibt es Schüler, die sich noch mehr anstrengen wrden um ihre Fähigkeiten zu verbessern",35
"Ich habe mir den Text nochmal durchgelesen und mitlerweile bin ich mir nicht so sicher, ob ich noch dieser Meinung bin.",35
1.Hypothese zum Fall:,35
"Michael stellt nur fest, nicht gut in Mathe zu sein. Er trifft keine Aussage über seine Begabung",37
Belege und Begründungen:,35
"Er sagt nur, er glaubt Mathe ist nicht sein Fach, weil er beinahme durchgefallen wäre. Er sagt nichts darüber aus, worauf er das Zurückführen könnte",37
Relativierungen des Arguments:,35
"Man könnte natürlich meinen, dass er sich in seiner Selbstatribution",35
den Fremdatributionen anschließt.,35
"Ich gebe dir recht, dass Michael sich für wenig begabt hält.",39
1.Hypothese zum Fall:,35
"Michaels Umgebung versucht zwar ihn zu motivieren, schaft es aber nicht.",35
Belege und Begründungen:,35
Siehe Titel Keine Motivierung zu Mathe von Pinie,39
Relativierungen des Arguments:,35
Siehe Titel keine Motivierung für Mathe von Pinie,39
1.Hypothese zum Fall:,35
"Dem Schüler kann geholfen werden durch Motivierung der anderer Leute ( Eltern, Lehrer )",35
Belege und Begründungen:,35
Dem Michael können Eltern helfen in dem sie ihn und seine Fähigkeiten fordern.,35
Auch Lehrerin sollte inhn bei seinem Lernprozess unterstüzen,35
Relativierungen des Arguments:,35
Man kann von allen unterstüzt werden und trotzdem sich überhaupt nicht anstrengen.,35
1.Hypothese zum Fall:,35
"Ich glaube auch,dass Michael wenig Begabung",37
oder auch Elan in Mathe hat,37
Belege und Begründungen:,35
"Ich glaube aber,dass er von zu Hause ungünstige Fremdmotivation erhält,da er mangelnde Begabung in Mathe aufgrund der Aussagen der Eltern evtl. für erblich oder mangelnde Fähigkeit hält",35
Relativierungen des Arguments:,35
Aussagen der Eltern könnten ihn auch motivieren besser zu werden als es die Eltern waren,35
1.Hypothese zum Fall:,35
der Schuler mit richtig viel Begabung braucht keine zusätzliche Motivationen,35
Belege und Begründungen:,35
Wenn michael gut in mathe wäre hätte er keine Fremdmotivation gebraucht.,35
Er wäre gut in Mathe trotz schlechte Kenntnissed bei seinen Eltern.,35
Relativierungen des Arguments:,35
Andersets ohne richtige Motivation kann selbst sehr gute Schüler schlecht werden.,35
"Ich denke auch, dass die Fremdmotivation eine große Rolle spielt. Hier eine betrachtung dazu",39
Hypothese zum Fall:,35
"Hallo, können wir uns ab und an hier schreiben um den Kontakt zu halten?",36
Gerne.,39
Klar.,39
Bin mit meiner Zusammenfassung Klassentreffen fertig. Was meint Ihr dazu?,36
"Gut, ich fang jetzt an zu schreibenViel Erfolg",35
Der Schüler sieht seine Matheleistungen internal,35
stabil,35
und wir durch Fremdattribution der Eltern darin bestärkt.,35
Die Fremdattribution der Lehrerin,35
zielt auf den internal,35
variablen Faktor der Anstrengung,35
Der Schüler macht seine mangelnde Begabung für seinen Misserfolg verantwortlich,35
und wird durch die Fremdattribution,35
seiner Eltern in diesem Glauben noch unterstützt.,35
Der Vater war auch schlecht in Mathe:,35
Zufall half beim bestehen:,35
external,35
variable Attribution.,35
"Daß heißt wir haben:Fau Weber, deren Fremdattribution",35
für Michael Peters auf die internal variable Anstrengung hinweist.,35
"Bei den Eltern haben wir zu differenzieren zwischen Mutter und Vater. Die Mutter schiebt die Leistung auf die internal stabile Begabung,",35
der Vater auf den external variablen Zufall,35
(stimmt das so?),36
Michael Peters selber ist drauf und dran selber auch die eigenen Fähigkeiten als Hauptursache zu definieren:,35
"""Irgendwie wird mir immer klarer, dass Mathe einfach nicht mein Fach ist.""",35
"In dem Fall Mathe begegnet uns Michael Peters, ein Schüler mit Schwierigkeiten im Fach Mathe.",35
In Selbstattribution,35
tritt als Ursache dafür immer mehr der internal stabilen Faktor seiner Fähigkeiten hervor:,35
"""Irgendwie wird mir immer klarer, dass Mathe einfach nicht mein Fach ist.""",35
"Seine Lehrerin Frau Weber, weist ihn mehrmals auf den internal variablen Faktor der Anstrengung als einzig entscheidenden hin.",35
Die anderen sind Ausreden in ihren Augen.,35
Die Fremdattribution seiner Eltern wirkt bestätigend auf seine Selbstattribution.,35
"Die Mutter führt die Leistung auf mangelnde Begabung in der Familie zurück,",35
"während der Vater erzählt wie er durch Abschreiben und Spickzettel seine Matheklausur bestanden hat, also durch die Ausnützung externer variabler Faktoren.",35
"Würde er die Idee der mangelnden Begabung weiter verinnerlichen, so würde sich sein LEistungverhalten mit Sicherheit ungünstig verändern.",35
Empfehlenswert ist der Versuch eine Reselbstattribution um verstärkt den Faktor Anstrenung als Hauptursache auszumache.,35
"Dies führt zu dem Eindruck, daß eine verbesserte Leistung möglich ist und motiviert",35
Die Lehrerin Frau Weber läßt diese aber nicht gelten und weist auf die internal variable Anstrengung hin.,35
Vielleicht kann sich der Schüler gar nicht mehr anstrengen. Vielleicht hat er wirklich kein Talent in Mathe,35
"Ganz gleich ob dem so ist oder nicht, so geht es doch um das Leistungsverhalten.",35
"Ein Schüler, der von sich glaubt, keine Begabung zu haben, wird auch keinen Sinn darin sehen, sich anzustrengen.",35
Dies wird höchstwahrscheinlich zu einem Abrutschen der Leistung führen.,35
"Ein Schüler aber, der als Kernursache des Problems seine manglende Lernbereitschaft sieht weiß wo er anzusetzen hat um bessere Ergebnisse zu erzielen.",35
Der Schüler wird durch die Fremdattribution seiner Eltern,35
in dem Glauben bestärkt in Mathe nicht begabt zu sein.,35
"Dementsprechend wenig motiviert ist er sich anzustrengen,weil er der Meinung ist, sowieso nichts ändern zu können.",35
"Die Lehrerin dagegen glaubt nicht an mangelnde Begabung,sie sieht als EINZIG MÖGLICHE Ursache die mangelnde Anstrengung.",35
"Die Eltern dagegen sind so überzeugt an der (vererbten) mangelnden Begabung ihres Sohnes, dass sie nicht daran glauben,mit mehr Antrengung einen Erfolg zu erreichen.",35
Schüler muss eigene Leistungsbereitschaft nicht eigene Begabung als Ursache für Erfolg/Mißerfolg erkennen.,35
Er braucht auch unterstützende Fremdattrinution dazu.,35
Inwieweit können und dürfen wir Lösungsvorschläge mit einbringen?,36
Schüler sieht eigene mangelnde Fähigkeiten in Mathe als Ursache für Mißerfolg:,35
Stabile,35
internale Attribution,35
"Dadurch ist er aber auch weniger motiviert,strengt sich also weniger an-",35
internal variable Attribution.,35
"Schüler zweifelt an seinen Fähigkeiten in Mathe und sieht deshalb keinen Sinn darin, sich anzustrengen",37
Hallo Ihr!Habt Ihr Ideen wie wir uns am geschicktesten koordinieren können?,36
Ich denke ich werde mich erst mal der Matheaufgabe argumentativ nähern.Bis dann ~Marcus,35
...äh...Pinie statt Marcus :),35
Wer von euch will denn für welchen Fall eine abschließende Analyse schreiben?,36
"Hallo auch!Ich habe bei dem Asien Fall eine Frage hingeschrieben, vielleicht kann mir da jemand weiterhelfen.",36
"Prinzipiell finde ich eine Aufteilung gut, wir sollten das ganze als Argumentation schreiben, so daß die anderen Ergänzungen abgeben können.",35
Wo gibt es klare Unstimmigkeiten?,36
PS. ich würde gerne Klassentreffen oder Mathe bearbeiten,35
soll ich Klassentreffen machen?,36
"In Ordnung, wie ist diese Aufteilung AHorn: KlassentreffenPinie: Mathe und Buche: Asien",39
"Relativ bald Zwischenergebnisse produzieren, damit wir diesen gemeinsam argumentativ uns diesen noch nähern können.",35
Dann mach ich mcih mal an MATHE,35
"Hi!Ich soll zwar Birke heißen und nicht Buche,aber macht ja nix.",35
Ich hab versucht Deine Frage zum Fall Asien zu beantworten-schaust Du da mal kurz rein?,36
"-Ich bin mit nicht so sicher,ob das richtig so ist.",35
"Sorry Birke, wenn man an der Arg. schreibt, kann man die Namen plötzlich nicht mehr lesen~ gelesen habe ich sie -Danke",35
Ist die Aufteilung in Ordnung?,36
"Für mich schon.Ich mach aber auch einen anderen Fall,wenn ihr wollt.",37
"Wenn euch das recht ist,schreib ich eine für den Fall Asien,ok?",36
Von mir aus gerne!,39
Kannst Du mir helfen bei der Frage beim Fall Asien?,36
"Michael ist vermutlich wirklich nicht besonders begabt in Mathe aber das wird auch noch durch seine schlechten Leistungen, seine Eltern und die Lehrerin verstärkt.",37
Wenn die Eltern sich mehr dafür interessieren würden und ihm mehr helfen würden und die Lehrerin nicht so negativ über ihn reden würde hätte Michael bestimmt eine höhere Motivation,37
und dadurch würden sich auch seine Leistungen verbessern und dadurch wieder die Motivation usw.,37
1.Hypothese zum Fall:,35
etwas Hilfe brauchen alle!,35
Belege und Begründungen:,35
"Aussenseiter können,oft die Situation besser einschätzen",35
Relativierungen des Arguments:,35
"Nicht nur Kinder,bzw.Lehrer sind dafür zuständig,die Elter müssen Kinder beobachten und sich für die interessieren",35
1.Hypothese zum Fall:,35
michael scheint sich auf seiner nichtvorhandenen begabung auszuruhen.,35
Belege und Begründungen:,35
"michael begründet seine schwäche mit der tatsache,dass schon sein vater nicht gut in mathe war.",35
Relativierungen des Arguments:,35
man kann michaels verhalten verstehen.er möchte seine matheschwäche irgendwie entschuldigen.,35
andererseits hilft ihm das für seine künftige schullaufbahn in mathe nicht.,35
1.Hypothese zum Fall:,35
Er muss für seine Zukunft lernen,37
Belege und Begründungen:,35
"Ohne Mathe Prüfung,kommt er nicht durch",37
Relativierungen des Arguments:,35
"Er kommt nicht durch,aber vieleicht will er nur gerade eine 4 bekommen,deswegen hat er kein bok",37
1.Hypothese zum Fall:,35
Michael sollte seinen Misserfolg,37
eher dem Zufall zuschreiben.,37
Belege und Begründungen:,35
Laut Attributionstheorie wirkt sich sein negatives Denken schlecht auf seine Leistungen aus.,37
Relativierungen des Arguments:,35
"Das ist wahrscheinlich nicht leicht, weil er nur negative Bestätigung von Vater und Lehrerin bekommt.",37
1.Hypothese zum Fall:,35
Mathe ist nicht das wichtigsteim Leben,35
Belege und Begründungen:,35
"Es gibt genug Arbeit,wo man Mathe nicht undbedingt braucht",35
Relativierungen des Arguments:,35
"Mahte wird nicht undbedingt in Beruf Leben gebraucht,aber man braucht sie im altäglichen Leben.",35
1.Hypothese zum Fall:,35
"Ist nicht das Wichtigste, aber es fördert das logische Denken.",37
Belege und Begründungen:,35
In Mathe muss man logisch vorgehen um eine Lösung zu erhalten und das fördert dieses Denken.,37
Relativierungen des Arguments:,35
Dieses Denken kann man auch durch andere Gebiete fördern. Wie z.B. Physik.,37
1.Hypothese zum Fall:,35
logisches Denken für Phisik,39
Belege und Begründungen:,35
ohne Mathe und logiches denken kommt man in Physik nicht weiter,39
Relativierungen des Arguments:,35
"es stimmt alles,aber es muss nicht undbedingt Physik sein,er kann auch Maler werden",37
1.Hypothese zum Fall:,35
"es ist richtig dass mathe nicht das wichtigste im leben ist,allerdings bringt michael diese einstellung nicht weiter.",37
er muss seine matheangst überwinden.,37
Belege und Begründungen:,35
nur so wird er das nächste schuljahr bestehen,37
Relativierungen des Arguments:,35
michael sollte mathe nicht überbewerten sondern sich mehr seiner stärken bewusst sein,37
1.Hypothese zum Fall:,35
"Michael wird nicht gefördert, er wird sogar demotiviert!",35
Belege und Begründungen:,35
"Der Vater gibt ihm zu verstehen, dass in der Familie keine Begabung für Mathe vorhanden ist",35
"und die Lehrerin behauptet auch noch, dass es seine Faulheit sei.",35
Relativierungen des Arguments:,35
"Die Lehrerin sagt ihm aber noch, dass er sich einfach anstrengen müsste um gute Noten zu bekommen.",35
1.Hypothese zum Fall:,35
es ist richtig dass michael in seiner faulheit bestärkt wird.,37
Belege und Begründungen:,35
der vater nimmt die matheschwäche des sohnes nicht ernst.,37
Relativierungen des Arguments:,35
es ist aber auch lobenswert dass der vater michael für seine schlechten noten nicht schimpft.,37
1.Hypothese zum Fall:,35
Ohne Mathe kommst du nicht weiter,37
Belege und Begründungen:,35
"Lehrerin sagt er soll sich nur anstrengen,sonst schafft er die Prüfung nicht",37
Relativierungen des Arguments:,35
"Er ist zu faul und bemüht sich gar nicht,keiner zwingt ihn datzu.Aber,was ist mit seiner Zukunft?!",36
1.Hypothese zum Fall:,35
"Er wird nicht gefördert,aber er muss selbst wissen,was er braucht",37
Belege und Begründungen:,35
Er muss sich für die Prüfung sich anstrengen,37
Relativierungen des Arguments:,35
"Entweder strengt er sich an und schafft,oder fällt durch",37
Kann ich in Fall Asien die Analyse machen?,36
"Ja, ok. Ich hätte gerne Klassentreffen",39
"Ich mach jetzt Asien,weil ihr euer o.k. gegeben habt. Wie ihr es aufteilt ist mir egal...",35
"Die Eltern gehen zwar locker mit der schlechten Leistung von Michael um,",35
"d.h. sie attribuieren ihn zwar, indem sie sagen, dass er unbegabt ist,",35
"aber minimieren das gleich, indem sie es auf die Anlagen schieben(""Die Peters waren schon immer..."").",35
So übernimmt der Junge diese lockere Einstellung zum Versagen und somit senkt sich seine Anstrengung.,35
Eigentlich versäumen die Eltern ihre Möglichkeiten zur positiven Fremdattribution.,35
"Sie hätten die Möglichkeit, dem Jungen internal variable Ursachen für Erfolge ""anzutrainieren"",",35
